被评论的商品ID,被评论的商品类别,评论账号,评论人的URL,评论内容,评论地点,评论时间,评论URL,评论来源,标签,采集日期,评价
NULL,NULL,W***6,NULL,客服非常好，光顾第二次了，每次都是麻烦客服寄快递给我，方便实惠,NULL,2015-01-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,我***儿,NULL,不错很超值，可以坐香港地铁的那么多趟线，对于喜欢出游的人来说非常方便，以后有机会去香港我还要买，太超值了。,NULL,2015-01-02,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,艾***界,NULL,两天卡并不算划算，建议还是购买八达通，方便一点,NULL,2014-12-31,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,呜***a,NULL,觉得非常的很方便，到时我们都没刷够回成本,NULL,2014-12-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,白***2,NULL,可以用，挺好的，就是拿票的时候搞得特不高兴，鹰通旅行社到处都可以看得到，可是要找到特定的地点取票特麻烦，找了几个鹰通都拿不到，他们也不告诉我正确的取票地点在哪里，搞得我特火大,NULL,2014-12-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,林***5,NULL,挺方便的，香港地铁很方便的。挺划算一天才40多元,NULL,2014-12-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,机***2,NULL,省钱是王道啊，支持支持支持支持！,NULL,2014-12-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,z***q,NULL,很方便，而且非常经济对于在市中心逛街,NULL,2014-12-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,晨***箬,NULL,很有用，比买按次刷钱的卡划算多了,NULL,2014-11-13,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,b***d,NULL,通用票果然划算，可以说是物超所值。,NULL,2014-10-30,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,霁***酱,NULL,去香港两日游必选，香港真的消费很高的。,NULL,2014-10-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,学***1,NULL,团购座地铁很划算，比直接座划算多了,NULL,2014-10-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,s***j,NULL,地铁票很划算。有她很方便。。。,NULL,2014-10-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,亚***1,NULL,不错，去香港买这个卡特划算～下回去了还买来用,NULL,2014-09-27,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,伟***吖,NULL,地铁两日同非常值得买因为可以无限次在香港使用。,NULL,2014-09-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,言***4,NULL,去两天这个是比较划算了,NULL,2014-09-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,爱***子,NULL,以前从来没想过团购地铁票，这次是家人来了买的多就想到团了，其实找朋友拿价钱好像差不多,NULL,2014-08-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,迷***y,NULL,出去采购啥的非常方便 港铁太贵啦,NULL,2014-08-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,毛***8,NULL,；：；：；：；：；：；：；：；：；：；：；：；：；,NULL,2014-08-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,陈***6,NULL,～～～～还可以～～～～～～～～～～,NULL,2014-08-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,陈***6,NULL,算便宜，推荐～～～～～～～～～～～,NULL,2014-08-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***7,NULL,很好没话说好的 要是公车也能做更加分,NULL,2014-08-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,凤***7,NULL,不错不错不错不错不错不错不错，不错哈,NULL,2014-08-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,凤***7,NULL,很好，非常划算，不然在香港坐地铁太贵啦,NULL,2014-08-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,A***黄,NULL,两日通很方便，让寄到深圳当天就到了，好像顺丰13,NULL,2014-06-05,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,葛***明,NULL,虽然有一点点小插曲，但是最终顺利解决，成功拿到地铁卡。客服很好,NULL,2014-04-30,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,G***n,NULL,东西还算划算，但是服务体验太差，团了以后客服说福田口岸没有点要给10元中介费第三方导游，早上到了导游却说没有收到信息，打电话折腾了半天就拿到票,NULL,2014-04-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,t***9,NULL,我去拿卡时，他想一切办法推诿，至少推了一个小时才拿到卡，再也不会去了,NULL,2014-04-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2237018&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***9,NULL,朱哥 人品爆棚 从其他人的评论中也可以看到 也正是因为看了别人的评论 才认定了这个团 朱哥 果然名不虚传 事无巨细 不但提供完美的祈福之旅 还会给出非常专业的建议 该花的花 该省的省啊 实现了以最小的付出获得最大的回报 省了好多银子 再次感谢朱哥 祝财运 福运 运运大发 朱哥 人品爆棚 从其他人的评论中也可以看到 也正是因为看了别人的评论 才认定了这个团 朱哥 果然名不虚传 事无巨细 不但提供完美的祈福之旅 还会给出非常专业的建议 该花的花 该省的省啊 实现了以最小的付出获得最大的回报 省了好多银子 再次感...展开全部,NULL,2014-10-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2206383&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,王***苏,NULL,早听闻朱哥大名，果然名不虚传。我和姐姐头次上青岩寺，幸亏朱哥不辞辛苦一路陪我们从下拜到上，并决然承担起来挑夫的重任，并详细的讲解了每尊佛像的起源和祈福朝拜的礼节。给朱哥的服务32个赞…好人好报…,NULL,2014-08-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2206383&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,g***5,NULL,住宿环境非常好，干净。温泉种类繁多，不过有些不干净。吃饭在林甸县里吃的，菜码都很大。,NULL,2014-07-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2243772&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,揪***9,NULL,真的很方便 很划算哈 在香港使用起太安逸了 下一次再买,NULL,2015-04-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,林***娜,NULL,很方便 在香港坐一整天地铁都不用再交费,NULL,2015-03-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,R***1,NULL,买亏了,NULL,2015-02-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***6,NULL,真的很不错，方便快捷，下次还会买的,NULL,2015-02-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,b***2,NULL,多次购买了，非常好用。下次继续买。,NULL,2015-02-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,士***2,NULL,导游负责，按时在出口等待。方便快捷！,NULL,2015-02-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,M***3,NULL,便宜，很优惠…下次还是会买的。,NULL,2015-02-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,a***4,NULL,忘了点评了，非常不错哦。。。。。,NULL,2015-02-13,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,l***2,NULL,还是大众点评给力，去的前一天才想起两个小伙伴没有地铁票，拿着钱不知道去哪买，网购也来不及了，还好柳暗花明又一村，在点评看到有团购，而且是在口岸即可取票，太方便了，大赞！,NULL,2015-02-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***5,NULL,要提前早点预约好，不然会加价噢！每次去都会来这挺好的,NULL,2015-02-07,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,A***琼,NULL,很多类似的店，还好比较明显的牌子比较好找，团购比实际划算多了,NULL,2015-02-04,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,b***2,NULL,使用方便，任意乘坐，下次还会买。,NULL,2015-01-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,w***1,NULL,卖这个卡去地方多的话就可以 ，,NULL,2015-01-21,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,s***g,NULL,如果純粹去玩的話很劃算，要是能搭公車就好了,NULL,2015-01-14,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,p***n,NULL,买了两张，和朋友到处瞎逛，。。。,NULL,2015-01-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,p***n,NULL,很划算，如果要到处跑的话，随意坐上地铁就可以到达地铁周边,NULL,2015-01-03,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,z***6,NULL,划算划算省钱了！每次都在这里团购,NULL,2015-01-01,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***6,NULL,一级棒、态度好、服务好、方便。比较划算,NULL,2014-12-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,伟***人,NULL,服务很耐心，如果取票时间没有限制那就完美了。,NULL,2014-12-24,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,b***2,NULL,好用，方便，以后还来购买。好评,NULL,2014-12-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,m***o,NULL,很方便，对于我们这种过去购物的人也很划算，毕竟往返罗湖和铜锣湾什么的都至少要90港币了。,NULL,2014-12-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,章***5,NULL,这次买有满减活动比现场买划算很多,NULL,2014-12-12,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,陈***子,NULL,非常方便，到香港了好多地方全靠它了呢，而且从预约到取票都很方便，超值的，比八达通好太多了。,NULL,2014-12-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***1,NULL,比在实体店买的确实要划算一些 只是之前说的是八大准时在那儿 结果是八点一十才到 还有就是多收了五块钱 客服说是已经过来预约时间段 可这说明上没说具体时间段啊 五块钱事小 但关乎诚信问题就另当别论了,NULL,2014-12-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,芒***6,NULL,很棒，又便宜又好用。每次都找他家团，很准时。,NULL,2014-12-01,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,k***n,NULL,嗯，很实惠，现场买，还贵很多…就是人多了点,NULL,2014-11-25,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,3***情,NULL,方便，实惠，适合香港一游自由行的朋友,NULL,2014-11-23,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,柒***7,NULL,一天乘车飘。超级划算，跑了好多地方,NULL,2014-11-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***8,NULL,很合算，也很方便，值得推荐^_^会常用。,NULL,2014-11-20,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,a***梵,NULL,上次有地铁路线图，怎么这次打开没有……………,NULL,2014-11-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,虫***娘,NULL,很方便额的，下次还要订，11111411,NULL,2014-11-16,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***8,NULL,便宜，但我从福田走，只能去罗湖取票，希望改善,NULL,2014-11-08,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,W***3,NULL,一般总体算是不错的。  下次继续购买,NULL,2014-11-02,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***9,NULL,非常超值，也非常方便。值得推荐,NULL,2014-10-29,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,Q***7,NULL,方便实惠。一出地铁口就看到了。,NULL,2014-10-26,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,莫***娘,NULL,比在口岸買的便宜。客服細心，驗證速度，取票方便，買了好多次了。下次還買～,NULL,2014-10-13,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,q***7,NULL,超级好用！超级超级爽！一天无限！还包括落马洲罗湖,NULL,2014-10-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,芒***6,NULL,很好用，去的地方多的话比八达通划算很多。,NULL,2014-10-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,h***q,NULL,很好！！划算的来！下次继续团！,NULL,2014-10-06,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,G***h,NULL,不错，省去了排队买票的时间。,NULL,2014-09-30,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,N***8,NULL,那个客服非常好，不过那个导游说要拿港澳通行证才给我，有我一个人的都不行，还一定要五本，说了半天还是不行，跑到三楼拿下来，结果又不看，就直接把一日通给我了，这不是存心折磨俺吗？,NULL,2014-09-22,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,x***1,NULL,客服很不错，就是希望不要把我们的信息泄露就可以的！谢谢,NULL,2014-09-19,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,d***8,NULL,如果你要到香港岛玩，此票真的很合算哦,NULL,2014-09-17,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,A***t,NULL,就是要提前预约比较麻烦，其他都还好，如果能即到取就更好！,NULL,2014-09-15,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,z***苑,NULL,团购划算多了 希望活动会持续哦！,NULL,2014-09-10,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
NULL,NULL,滢***i,NULL,不错，很方便，比较实惠，带女儿主要是玩迪士尼和出旺角，我们本来有八达通的，但是偶尔这样的票实在是优惠多了，就是我订票时比较赶时间，晚上9：00才订的，第二天一早就要拿到，所以她们要求我取票的时候每张现场补多了五元，贵到不贵，不过象这样需要取票的时候加钱是不是应该写上去比较好呢！ 不错，很方便，比较实惠，带女儿主要是玩迪士尼和出旺角，我们本来有八达通的，但是偶尔这样的票实在是优惠多了，就是我订票时比较赶时间，晚上9：00才订的，第二天一早就要拿到，所以她们要求我取票的时候每张现场补多了五元，贵到不贵，不过象这样需要取...展开全部,NULL,2014-09-09,http://t.dianping.com/ajax/detailDealRate?dealGroupId=2236967&filtEmpty=1&pageNo=,NULL,NULL,2015-04-29 22:11:08,差评
